Comment,Label
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore😍",positive
Rubbish song,negative
1st time listened to this song ✨,positive
I hope you are happy twice,positive
I love ❤,positive
Linda 🎉,positive
Only ppl in 2023 can like this 🫶🏽🫶🏽,neutral
I never get tired of this song.i love this one,positive
,neutral
"fantastic
 vibes",positive
,neutral
First time I heard this when it came on I could not stop listening.  It was an incredible pop ballad.,positive
2023 😂😓,positive
is it bad this is literally the first time I've listened to this song,neutral
its a song that shouldn't exist.,negative
,neutral
sit further ishalva,neutral
"how dorkor house came back, just like in the series",positive
2015 was 8 yrs ago wow cant believe this song that old time is nothing cherish this life u will wake up one day and its over 🙃,negative
From the clip of Abu Nuh,neutral
Can yu hear me ?,neutral
Haiti🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹love❤❤❤❤❤ you,positive
02:21 ❤🔥,positive
"I can't believe it's been 8 years, I feel like it was yesterday that I heard it 😢.",positive
There is no anythink. The best music,positive
,neutral
,neutral
,neutral
"This song has attracted me 😍😍💖💖
LOVE FROM IRAN👑👑👑👑👑🌹🌹🌹🌹🌹🌹🌹",positive
Hallo,neutral
That's a nice song,positive
How much I love this song  2023,positive
8 years later and this song is still great,positive
song name?,neutral
"No better woman to sing you too sleep at night, amazing voice and incredible talant ❤",positive
Fabulous,positive
PERFECT,positive
Sensational,positive
LOVE,positive
Adorable,positive
BEAUTIFULLY BEAUTIFUL,positive
WHAT A VOICE❤,positive
,neutral
,neutral
she is awesome ❤,positive
,neutral
"A beauty with the most awesome voice on earth, Adele you're a gift from God to humanity. This your voice and melodies heals many wounds and soothes may hearts. Listening to you everyday is better than any BP Medication. May God continue to protect and Bless you QUEEN! 🙏👊 🌹",positive
How the hell is this song 8 years old?,positive
8 long short years and i still remember,positive
great Adelle,positive
Sweet Voice,positive
Very beautiful,positive
Beautiful voice 😊❤,positive
Like 😢,negative
coming back here after years,positive
This song is about Bakkah Sohaib Power 🤬🤬,negative
Ephesians 2 19 22 Merry CHRISTMAS John 14 1 6,positive
My place is the time of Abu al-Nuh,neutral
🥲I wonder why Suhaib doesn't like it,negative
"Today December 14, 2023 I am listening to this wonderful song",positive
"Oh my pride for Suhaib, don’t make his tears easy for me 🇵🇸🔻💔",negative
The song that Suhaib hates 😭😭😭😭,negative
"We love you ADELE here in the Philippines, we love you very very much....",positive
This song brings me to tears ❤😢,positive
I like this song. From Philppines,positive
,neutral
EXCELLENT MUSIC!,positive
Me too,positive
I came from the clip of Abu Nuh😂,positive
"“Ask forgiveness for my intention to fulfill my need and your need.”❤️
The Messenger, peace and blessings be upon him, said:
Whoever is in need of seeking forgiveness, God will make for him a relief from every worry, and a way out from every distress, and provide for him from where he does not expect.",positive
"8 years later and the song still hits different
Truly a masterpiece🔥🔥",positive
"Makes me think of a conversation me and my father should've had.. I just hope he's proud of me from the other side.. I wish I could call him still. I did for a couple years after he died. Called his number all the time and would just talk to him.. someone was listening to those voicemail thinking damn... I've heard this song a million times, just hit different with the hollidays this year... RIP Pine",positive
I just love adele,positive
Nasty brother lover,negative
shit,negative
When I was  a teenager it was my song,positive
Wellington 😂,positive
Wow!!!!😊,positive
"I heard this song  when I was let down by someone  and  used to cry every time I heard it, and to this day my heart still shakes when I hear it. I have no words to say  Adele you and your music will stay in my soul forever",positive
Goosebumps 😢,positive
What is this creativity and incursion into an unparalleled procession? Adele. Greetings to you from Yemen,positive
That man in the song is Tristan wilds,neutral
Hello💔🍂,negative
I wanted to live inside this clip,positive
Someone in (2023)????????,neutral
I miss you... As Justyna Kowalczyk says: I miss you in every breath.,positive
good ery good,positive
Speed ​​up the best singer❤❤,positive
very good,positive
"her song all makes me thank of someone i love so mush and i can forget the you dear   

RIP DEAR",positive
It's incredible that I never get tired of this woman's voice,positive
,neutral
This is one song that will never get old,positive
Lionel Richie 😂,positive
God bless all who are listening to this song still in 2023! Follow Jesus ❤,positive
https://youtu.be/rTpT2C-Mjcg?si=1FyzcRyG0w4Qkf3Y,positive
https://youtu.be/rTpT2C-Mjcg?si=1FyzcRyG0w4Qkf3Y,neutral
Beautiful.❤,positive
Still on fire,positive
A brave  soul mate,positive
Hello how are you ☺ 🎉❤,positive
Hello,positive
❤❤❤😢😮🎉 I Love This 💞 Song Sooooo much 😢😮🎉❤❤❤❤❤❤,positive
Is this reply song for “hello is it me you looking for “song,neutral
,neutral
You know that they aint even got it like that🎉🎉🎉,positive
HELLO,neutral
"12/12/2023, still listening to this song 😩💔",negative
Anyone 2023 December 11,neutral
English hymns key 🔑 ❤ yuo Love grend Yahoo yuri martins blogs Black yuan yuri just sorry 😂❤❤❤ butterfly 🦋 🦋 journey pleasure listening to musicalities good gently emotion forever human joy 😂 ko pley,positive
"by...by...ADELE...we've to plays this is your song a beuty and perfected performing by 16 to turned at 02:26am, Indonesian time, on Tuesday, Dec.12'2023. see you later ADELE..., from our MD.OWNER of all our cafe music oudioz, Mr.YOGO, of East Java Indonesia.",positive
🇮🇩 Smile 🇮🇩,positive
"Hi...ADELE...this is your song is performing on the 6 our wide screens, woow...we can to searching this is your excellent perform after we have bringing the WILD PRODUCT ADVERTISING OF YUTUBE SITUS TO PLAYED THE ONE GAMES THE JOCKEY TOO FANY THEY ARE PUT ON INSIDE YOUR SONG PERFORMING  HOW MANY STEPS TIME, ( between one hour to played too fany s game all of our guest have to waiting your song perform every body is louging of YUTUBE STAFF SO TO STUPIED) AFTER THAT WE CAN PLAYS TO TURN ON YOUR SONG WITHOUT PRODUCT ADVERTISING, alright we will be to plays by 16 to turn on, statr time to beganing at 00:40am, Indonesian time, on Tuesday, Dec.12'2023.before this perform song we've to played of MARIA CALISTA performance with her song title NA OLO DO AU ( colourful if North Sumatera state lyric of Indonesian country) by 18 to turned, and than after this your performing we would like to plays the next you of AL GAZALI perform he's a younger an actor vocalis an so he's very very handsome of our country  perfecttly an actor vocalis, of our country Indonesia, with his song title GALAU' willing to plays by 19 to turn on, ok we going to your perfectly performing right now...!",positive
Like Kermit,positive
Oh Lord Have mercy!!!!❤,positive
I love ❤ this song 🎵 🥰🥰😊,positive
Who is here 2024,neutral
"Your songs are good....but I want it live...show the video with
a c co 3:59",positive
"Your songs are good....but I want it live...show the video with
a c co",positive
