Comment #,Comment
3935,Only ppl in 2023 can like this 🫶🏽🫶🏽
3936,I never get tired of this song.i love this one
3937,
3938,"fantastic
 vibes"
3939,
3940,First time I heard this when it came on I could not stop listening.  It was an incredible pop ballad.
3941,2023 😂😓
3942,is it bad this is literally the first time I've listened to this song
3943,its a song that shouldn't exist.
3944,
3945,sit further ishalva
3946,"how dorkor house came back, just like in the series"
3947,2015 was 8 yrs ago wow cant believe this song that old time is nothing cherish this life u will wake up one day and its over 🙃
3948,From the clip of Abu Nuh
3949,Can yu hear me ?
3950,Haiti🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹love❤❤❤❤❤ you
3951,02:21 ❤🔥
3952,"I can't believe it's been 8 years, I feel like it was yesterday that I heard it 😢."
3953,There is no anythink. The best music
3954,
3955,
3956,
3957,"This song has attracted me 😍😍💖💖
LOVE FROM IRAN👑👑👑👑👑🌹🌹🌹🌹🌹🌹🌹"
3958,Hallo
3959,That's a nice song
3960,How much I love this song  2023
3961,8 years later and this song is still great
3962,song name?
3963,"No better woman to sing you too sleep at night, amazing voice and incredible talant ❤"
3964,Fabulous
3965,PERFECT
3966,Sensational
3967,LOVE
3968,Adorable
3969,BEAUTIFULLY BEAUTIFUL
3970,WHAT A VOICE❤
3971,
3972,
3973,she is awesome ❤
3974,
3975,"A beauty with the most awesome voice on earth, Adele you're a gift from God to humanity. This your voice and melodies heals many wounds and soothes may hearts. Listening to you everyday is better than any BP Medication. May God continue to protect and Bless you QUEEN! 🙏👊 🌹"
3976,How the hell is this song 8 years old?
3977,8 long short years and i still remember
3978,great Adelle
3979,Sweet Voice
3980,Very beautiful
3981,Beautiful voice 😊❤
3982,Like 😢
3983,coming back here after years
3984,This song is about Bakkah Sohaib Power 🤬🤬
3985,Ephesians 2 19 22 Merry CHRISTMAS John 14 1 6
3986,My place is the time of Abu al-Nuh
3987,🥲I wonder why Suhaib doesn't like it
3988,"Today December 14, 2023 I am listening to this wonderful song"
3989,"Oh my pride for Suhaib, don’t make his tears easy for me 🇵🇸🔻💔"
3990,The song that Suhaib hates 😭😭😭😭
3991,"We love you ADELE here in the Philippines, we love you very very much...."
3992,This song brings me to tears ❤😢
3993,I like this song. From Philppines
3994,
3995,EXCELLENT MUSIC!
3996,Me too
3997,I came from the clip of Abu Nuh😂
3998,"“Ask forgiveness for my intention to fulfill my need and your need.”❤️
The Messenger, peace and blessings be upon him, said:
Whoever is in need of seeking forgiveness, God will make for him a relief from every worry, and a way out from every distress, and provide for him from where he does not expect."
3999,"8 years later and the song still hits different
Truly a masterpiece🔥🔥"
4000,"Makes me think of a conversation me and my father should've had.. I just hope he's proud of me from the other side.. I wish I could call him still. I did for a couple years after he died. Called his number all the time and would just talk to him.. someone was listening to those voicemail thinking damn... I've heard this song a million times, just hit different with the hollidays this year... RIP Pine"
4001,I just love adele
4002,Nasty brother lover
4003,shit
4004,When I was  a teenager it was my song
4005,Wellington 😂
4006,Wow!!!!😊
4007,"I heard this song  when I was let down by someone  and  used to cry every time I heard it, and to this day my heart still shakes when I hear it. I have no words to say  Adele you and your music will stay in my soul forever"
4008,Goosebumps 😢
4009,What is this creativity and incursion into an unparalleled procession? Adele. Greetings to you from Yemen
4010,That man in the song is Tristan wilds
4011,Hello💔🍂
4012,I wanted to live inside this clip
4013,Someone in (2023)????????
4014,I miss you... As Justyna Kowalczyk says: I miss you in every breath.
4015,good ery good
4016,Speed ​​up the best singer❤❤
4017,very good
4018,"her song all makes me thank of someone i love so mush and i can forget the you dear   

RIP DEAR"
4019,It's incredible that I never get tired of this woman's voice
4020,
4021,This is one song that will never get old
4022,Lionel Richie 😂
4023,God bless all who are listening to this song still in 2023! Follow Jesus ❤
4024,https://youtu.be/rTpT2C-Mjcg?si=1FyzcRyG0w4Qkf3Y
4025,https://youtu.be/rTpT2C-Mjcg?si=1FyzcRyG0w4Qkf3Y
4026,Beautiful.❤
4027,Still on fire
4028,A brave  soul mate
4029,Hello how are you ☺ 🎉❤
4030,Hello
4031,❤❤❤😢😮🎉 I Love This 💞 Song Sooooo much 😢😮🎉❤❤❤❤❤❤
4032,Is this reply song for “hello is it me you looking for “song
4033,
4034,You know that they aint even got it like that🎉🎉🎉
4035,HELLO
4036,"12/12/2023, still listening to this song 😩💔"
4037,Anyone 2023 December 11
4038,English hymns key 🔑 ❤ yuo Love grend Yahoo yuri martins blogs Black yuan yuri just sorry 😂❤❤❤ butterfly 🦋 🦋 journey pleasure listening to musicalities good gently emotion forever human joy 😂 ko pley
4039,"by...by...ADELE...we've to plays this is your song a beuty and perfected performing by 16 to turned at 02:26am, Indonesian time, on Tuesday, Dec.12'2023. see you later ADELE..., from our MD.OWNER of all our cafe music oudioz, Mr.YOGO, of East Java Indonesia."
4040,🇮🇩 Smile 🇮🇩
4041,"Hi...ADELE...this is your song is performing on the 6 our wide screens, woow...we can to searching this is your excellent perform after we have bringing the WILD PRODUCT ADVERTISING OF YUTUBE SITUS TO PLAYED THE ONE GAMES THE JOCKEY TOO FANY THEY ARE PUT ON INSIDE YOUR SONG PERFORMING  HOW MANY STEPS TIME, ( between one hour to played too fany s game all of our guest have to waiting your song perform every body is louging of YUTUBE STAFF SO TO STUPIED) AFTER THAT WE CAN PLAYS TO TURN ON YOUR SONG WITHOUT PRODUCT ADVERTISING, alright we will be to plays by 16 to turn on, statr time to beganing at 00:40am, Indonesian time, on Tuesday, Dec.12'2023.before this perform song we've to played of MARIA CALISTA performance with her song title NA OLO DO AU ( colourful if North Sumatera state lyric of Indonesian country) by 18 to turned, and than after this your performing we would like to plays the next you of AL GAZALI perform he's a younger an actor vocalis an so he's very very handsome of our country  perfecttly an actor vocalis, of our country Indonesia, with his song title GALAU' willing to plays by 19 to turn on, ok we going to your perfectly performing right now...!"
4042,Like Kermit
4043,Oh Lord Have mercy!!!!❤
4044,I love ❤ this song 🎵 🥰🥰😊
4045,Who is here 2024
4046,"Your songs are good....but I want it live...show the video with
a c co 3:59"
4047,"Your songs are good....but I want it live...show the video with
a c co"
4048,"Your songs are good....but I want it live...show the video with
a c co"
4049,"Your songs are good....but I want it live...show the video with
to c"
4050,"Your songs are good....but I want it live...show the video with
to c"
4051,Hidekara
4052,She is amazing
4053,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Warr Is Only Won With Love” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕
4054,"She is a charming, beautiful woman and she impresses you."
4055,Incredible talent!
4056,Hello
4057,"Young Aqeel, may God have mercy on him, in English"
4058,Came here from Mcdonalds playlist
4059,"True fact : 
We can all agree that Adele  never disappoints, her talent is pure and her voice is out of the world!!"
4060,😢😢😢😢😢I wish I can call but I can't 😭😭😭💔💔💔
4061,"Eat kid, I'm leaving now,😭😭😭"
4062,Hello 😂😂
4063,
4064,
4065,I have no clue what 😮 this means but it seems to be something to be proud 🥲 to do and I am not going back 😅😢😂❤😮😮😊😂❤❤❤
4066,Jealous of your ability to do this with a knife and wwwwwwqqwyu in your hands or hands and feet or whatever you and me are doing to
4067,T
4068,E
4069,F
4070,U
4071,U
4072,F
4073,The
4074,Ujznxznzjsn
4075,Let’s get this to 1 million comments
4076,Hello.
4077,I love this song❤❤❤
4078,If you are listening to this song in 2023 or 2024 hit like
4079,
4080,Im listen this song in 2023
4081,Adele❤
4082,"an inspirational singer
It's Adele"
4083,lISTENING IN 2023/2024
4084,Let’s see how many people are listening to this song in 2024. ❤
4085,Still the favorite in 2023
4086,Still listening…it’s December 9th 2023❤️❤️
4087,Let's see how many people love this song
4088,Your cops better get more than the meNu helicopta dance hay hay DALLAS KEOGH FRANKLING
4089,This song won't be forgotten
4090,
4091,I’m gonna check on this comment in a few years
4092,Love to sing this one
4093,This is my favorite song from her
4094,2023...
4095,❤❤❤❤❤❤❤❤BERNARD SYLVIE ❤
4096,Of course 😢
4097,"This is 100% one of those songs that will never get old, no matter how old it is, and no matter how much you listen to it. You truly made an amazing song Adele. Amazing job <3"
4098,Hello
4099,Let's see how many people still listening this  banger in 2025.❤
4100,"It's been eight years, my brother wasn't born yet, my english was not even close to beeing able to understand this song and still I loved this, the feeling it gave me, it was power, strenght and a lot of hope for some reason. I probably haven't heard this song in 3 years and coming back feels nice. Thank you adele! <3"
